model,run,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,DBC,VNQ,CASH,turnover,viol_r1,viol_r2,viol_r3,viol_r4,viol_r5
synthetic-syn-large-text-high,run_029,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_030,20.0,15.0,5.0,8.0,4.0,8.0,6.0,14.0,3.0,5.0,12.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_031,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_032,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_033,20.0,15.0,5.0,10.0,4.0,8.0,6.0,14.0,3.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_034,20.0,15.0,6.0,8.0,4.0,10.0,6.0,13.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_035,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_036,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_037,20.0,13.0,7.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_038,20.0,15.0,5.0,9.0,4.0,8.0,6.0,13.0,3.0,5.0,10.0,9.0,False,False,True,False,False
synthetic-syn-large-text-high,run_039,20.0,15.0,5.0,8.0,4.0,8.0,6.0,16.0,3.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_040,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_041,20.0,13.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,14.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_042,19.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,11.0,9.0,False,False,False,False,False
synthetic-syn-large-text-high,run_043,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_044,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_045,20.0,15.0,5.0,8.0,4.0,8.0,6.0,12.0,3.0,5.0,14.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_046,20.0,15.0,5.0,8.0,6.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_047,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_048,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_049,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_050,20.0,13.0,5.0,8.0,4.0,8.0,6.0,14.0,3.0,5.0,14.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_001,20.0,12.0,5.0,8.0,4.0,8.0,6.0,18.0,5.0,4.0,10.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_002,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_003,20.0,14.0,5.0,10.0,4.0,10.0,6.0,14.0,4.0,3.0,10.0,11.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_004,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_005,20.0,10.0,5.0,10.0,4.0,10.0,6.0,15.0,3.0,5.0,12.0,13.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_006,20.0,13.0,6.0,10.0,5.0,8.0,5.0,13.0,4.0,6.0,10.0,13.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_007,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_008,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_009,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_010,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_011,20.0,12.0,5.0,12.0,4.0,8.0,5.0,14.0,5.0,5.0,10.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_012,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_013,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_014,20.0,12.0,5.0,12.0,4.0,8.0,5.0,15.0,4.0,5.0,10.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_015,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_016,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_017,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_018,20.0,12.0,6.0,10.0,4.0,8.0,5.0,15.0,4.0,4.0,12.0,15.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_019,20.0,10.0,5.0,8.0,3.0,10.0,6.0,17.0,3.0,5.0,13.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_020,20.0,15.0,5.0,10.0,4.0,6.0,4.0,16.0,3.0,5.0,12.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_021,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_022,20.0,13.0,5.0,8.0,4.0,10.0,6.0,15.0,3.0,5.0,11.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_023,20.0,15.0,5.0,9.0,4.0,10.0,6.0,13.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_024,20.0,15.0,5.0,8.0,4.0,10.0,4.0,14.0,3.0,5.0,12.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_025,20.0,15.0,5.0,8.0,4.0,8.0,4.0,18.0,3.0,5.0,10.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_026,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_027,20.0,15.0,5.0,8.0,4.0,10.0,6.0,13.0,4.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_028,20.0,11.0,5.0,8.0,4.0,8.0,6.0,20.0,3.0,5.0,10.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_029,20.0,13.0,5.0,9.0,4.0,8.0,6.0,15.0,5.0,5.0,10.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_030,20.0,15.0,5.0,9.0,4.0,10.0,6.0,14.0,4.0,3.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_031,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_032,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_033,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_034,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_035,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_036,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_037,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_038,20.0,13.0,5.0,9.0,4.0,9.0,5.0,17.0,5.0,3.0,10.0,14.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_039,20.0,15.0,5.0,9.0,4.0,10.0,6.0,12.0,4.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_040,20.0,12.0,5.0,8.0,4.0,10.0,6.0,17.0,3.0,5.0,10.0,11.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_041,20.0,15.0,5.0,8.0,4.0,7.0,4.0,12.0,3.0,5.0,17.0,13.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_042,20.0,13.0,5.0,8.0,4.0,8.0,6.0,17.0,3.0,5.0,11.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_043,20.0,13.0,5.0,8.0,4.0,8.0,6.0,14.0,5.0,5.0,12.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_044,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_045,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_046,20.0,13.0,5.0,8.0,4.0,10.0,6.0,16.0,3.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_047,18.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,14.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_048,20.0,11.0,5.0,8.0,4.0,9.0,6.0,17.0,5.0,5.0,10.0,13.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_049,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_050,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_001,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_002,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_003,20.0,15.0,6.0,9.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_004,20.0,13.0,6.0,9.0,4.0,9.0,5.0,12.0,3.0,5.0,14.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_005,20.0,13.0,6.0,9.0,4.0,8.0,5.0,14.0,3.0,4.0,14.0,14.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_006,20.0,15.0,5.0,9.0,4.0,10.0,6.0,13.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_007,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_008,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_009,20.0,14.0,6.0,10.0,4.0,8.0,5.0,12.0,4.0,4.0,13.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_010,20.0,15.0,5.0,8.0,4.0,7.0,6.0,12.0,5.0,5.0,13.0,11.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_011,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_012,20.0,14.0,5.0,9.0,4.0,8.0,5.0,12.0,4.0,5.0,14.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_013,20.0,15.0,6.0,11.0,4.0,8.0,5.0,11.0,4.0,5.0,11.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_014,20.0,14.0,5.0,9.0,5.0,8.0,5.0,13.0,4.0,5.0,12.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_015,20.0,13.0,5.0,9.0,3.0,8.0,6.0,16.0,4.0,5.0,11.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_016,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_017,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_018,20.0,15.0,5.0,10.0,5.0,8.0,5.0,14.0,4.0,4.0,10.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_019,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_020,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_021,20.0,13.0,8.0,11.0,4.0,8.0,6.0,12.0,3.0,5.0,10.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_022,20.0,13.0,6.0,9.0,4.0,10.0,6.0,12.0,4.0,5.0,11.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_023,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_024,20.0,14.0,6.0,10.0,5.0,8.0,5.0,11.0,4.0,7.0,10.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_025,19.0,13.0,6.0,10.0,4.0,8.0,6.0,14.0,3.0,4.0,13.0,14.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_026,20.0,13.0,5.0,8.0,4.0,8.0,5.0,12.0,4.0,5.0,16.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_027,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_028,20.0,12.0,6.0,9.0,4.0,8.0,5.0,14.0,4.0,4.0,14.0,15.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_029,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_030,20.0,13.0,5.0,9.0,4.0,8.0,6.0,13.0,3.0,5.0,14.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_031,20.0,13.0,6.0,10.0,4.0,8.0,5.0,15.0,4.0,5.0,10.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_032,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_033,20.0,15.0,6.0,9.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_034,20.0,15.0,5.0,12.0,4.0,8.0,6.0,10.0,3.0,5.0,12.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_035,20.0,12.0,7.0,9.0,5.0,8.0,5.0,14.0,4.0,6.0,10.0,14.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_036,20.0,13.0,6.0,8.0,4.0,8.0,5.0,13.0,3.0,4.0,16.0,14.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_037,20.0,14.0,6.0,10.0,4.0,8.0,5.0,12.0,4.0,5.0,12.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_038,20.0,15.0,6.0,11.0,4.0,8.0,5.0,13.0,4.0,4.0,10.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_039,20.0,12.0,5.0,10.0,4.0,8.0,5.0,15.0,5.0,4.0,12.0,15.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_040,20.0,15.0,6.0,9.0,4.0,9.0,5.0,13.0,4.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_041,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_042,19.0,15.0,5.0,9.0,4.0,9.0,6.0,14.0,3.0,5.0,11.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_043,20.0,15.0,5.0,9.0,4.0,8.0,5.0,14.0,4.0,4.0,12.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_044,20.0,15.0,5.0,8.0,4.0,10.0,6.0,10.0,3.0,5.0,14.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_045,20.0,14.0,5.0,10.0,4.0,8.0,6.0,15.0,4.0,4.0,10.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_046,20.0,13.0,6.0,12.0,4.0,9.0,6.0,10.0,3.0,5.0,12.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_047,20.0,13.0,6.0,10.0,4.0,8.0,6.0,12.0,3.0,5.0,13.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_048,20.0,14.0,6.0,9.0,5.0,8.0,5.0,13.0,4.0,5.0,10.0,11.5,False,False,True,False,False
synthetic-syn-small-vision-high,run_049,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_050,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
